"Species","ForStrat_terrestrial","ForStrat_aquatic","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","female_maturity_d","male_maturity_d","weaning_d","litters_or_clutches_per_y","longevity_y","adult_svl_cm","infantMortalityRate_per_year","mortalityRateDoublingTime_y","metabolicRate_W","temperature_K","diet_breadth","development_d","mass_specific_production","log_litterclutch_size_n","log_inter_litterbirth_interval_y","log_birthhatching_weight_g","log_weaning_weight_g","log_adult_body_mass_g","log_female_body_mass_g","log_male_body_mass_g","tnc_ecoregion_breadth","log_range_size","X2.1_AgeatEyeOpening_d","X9.1_GestationLen_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X6.2_TrophicLevel","X13.3_WeaningHeadBodyLen_mm","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","log_DispersalAge_d","log_HomeRange_km2","log_HomeRange_Indiv_km2","log_PopulationDensity_n.km2","log_PopulationGrpSize","log_HuPopDen_Min_n.km2","log_HuPopDen_Mean_n.km2","log_HuPopDen_5p_n.km2","log_NeonateHeadBodyLen_mm","log_WOS_hits","Afrosoricida","Artiodactyla","Carnivora","Cetacea","Chiroptera","Cingulata","Dasyuromorphia","Didelphimorphia","Diprotodontia","Erinaceomorpha","Lagomorpha","Macroscelidea","Monotremata","Perissodactyla","Pholidota","Primates","Proboscidea","Rodentia","Sirenia","Soricomorpha","Tubulidentata","traits_wild"
"Nycteris macrotis",1,0,1,0,0,250.896665608126,730.957172409703,60.41,2.25,11.5194375999605,9.34188006048451,NA,NA,NA,NA,0.3,78.21,0.439207400789639,-0.0100503358535015,-0.855421831043065,1.04291385185791,2.30901099804492,2.67345875633259,2.96978106696057,2.68138848983873,28,16.3079330325645,NA,78.21,NA,NA,3,NA,15.46,-22.43,-3.48,40.46,-16.79,11.83,0.13,117.75,240.05,1110.03,1552.01,NA,-1.99556900722048,-2.80551570631528,5.01283748832612,NA,-0.127127996813021,3.69932471197547,0,4.03332978320343,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris major",1,0,1,0,0,458.454702281912,655.289140175977,78.8340896742079,1.45309987940103,8.98342709748856,9.58124395883266,NA,NA,NA,NA,0.3,102.333190868785,0.513210779923261,0.289560884052312,-0.0904584175565583,0.926090789323407,2.74317162212706,2.73825604315928,3.05994061811861,2.68576291118504,13,14.5559986649247,NA,108.78107646055,NA,NA,NA,NA,8.26,-13.37,-2.55,29.42,-10.7,9.36,0.13,145.87,243.93,1319.51,1551.37,NA,-1.99556900722048,-2.81126569077752,5.10866411151036,NA,-0.0429122865822602,3.74336763939801,0,3.95917810881247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris nana",1,0,1,0,0,268.980471106061,751.441577271357,52.5,1,13.1965132639492,9.34188006048451,NA,NA,NA,NA,0.3,107.97,0.391873933256871,0,-0.102754847527049,0.987544430662626,1.78268461148512,1.94304891677428,2.94836224010431,2.09668810016273,17,14.893287973227,NA,107.97,NA,NA,NA,NA,8.4,-8.92,-0.26,35.95,-11.75,12.09,0.12,142.12,240.35,1319.26,1559.54,NA,-1.99556900722048,-2.80614166485729,4.89536849833201,NA,-0.0903205075978743,3.62140328898902,0,3.97519319228477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris parisii",1,0,1,0,0,606.654291177923,655.289140175977,77.207885577846,1.1354036363919,5.56697694500235,9.58124395883266,NA,NA,NA,NA,0.3,92.6724572169961,0.628058587762696,0.479544121469116,-0.0878538241736507,0.316074456464273,2.37576531876377,2.02814824729229,3.51747388776138,2.0750405456924,3,11.7529481797409,NA,108.78107646055,NA,NA,NA,NA,6.84,0.86,3.85,48.02,11.08,29.55,0.1,53.51,251.52,643.53,1624.48,NA,-1.99556900722048,-2.80940214743942,5.65161151205597,NA,0.693147180559945,2.42657107277504,1.09861228866811,3.98807785765066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris thebaica",1,0,1,0,0,218.402152472092,635.194417890955,60.855,1.25,14.0490614608829,5.265,NA,NA,NA,NA,0.3,114.95,0.343685894806687,0,-0.0762388838190396,0.842675199393907,2.17668535781317,2.21920348405499,3.30725681114838,2.36200219460457,31,16.4846984368934,NA,114.95,NA,NA,3,NA,37.34,-34.77,1.28,52.05,-17.53,17.25,0.13,68.05,226.22,729.41,1481.97,NA,-2.30220829396186,-2.78926940151733,5.44915950693621,NA,-0.577536528490156,3.72713816623103,0,4.03764108199088,3.49650756146648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris tragata",1,0,1,0,0,365.25,365.25,76.9673048918107,1.29822447474606,3.15357905910371,9.58124395883266,NA,NA,NA,NA,0.3,112.762706286281,0.420995018857328,0,-0.0568665812515196,1.27288966098427,2.60702681193444,2.77819796100429,3.09674627074995,2.71347667365503,15,14.1481434650354,NA,109.054779978399,NA,NA,3,NA,13.94,-5.94,4,117.73,95.18,106.46,0.13,236.67,250.4,1668.71,1770.55,NA,-1.99556900722048,-2.82163306581381,4.66748231610902,NA,0,4.5321692931036,1.38629436111989,3.92579933371582,1.09861228866811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris vinsoni",1,0,1,0,0,256.665622300349,730.957172409703,60.41,2.25,7.91681889763956,9.34188006048451,NA,NA,NA,NA,0.3,78.21,0.436866714634224,-0.0100503358535015,-0.910998415366921,1.21823568464023,2.55783912301874,2.83409530795287,3.59776588237972,2.87890716821141,2,5.67552086727649,NA,75.6151858823472,NA,NA,NA,NA,-21.4,-21.47,-21.43,33.89,33.81,33.85,0.25,75,238,961,1412,NA,-1.99556900722048,-2.81131795622027,5.78227555325867,NA,1.6094379124341,1.6094379124341,1.6094379124341,3.96512416535314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris woodi",1,0,1,0,0,600.378801981651,655.289140175977,77.7986717636053,1.46634806103052,4.85500674165974,9.58124395883266,NA,NA,NA,NA,0.3,87.8637651402156,0.628058587762696,0.434224702160389,-0.0359637913264587,0.443930693063077,2.37576531876377,2.02814824729229,3.31993188635258,2.0750405456924,6,13.3381503412998,NA,108.78107646055,NA,NA,NA,NA,-11.05,-23.02,-17.04,36.6,27.31,31.96,0.15,69.29,219.64,793.43,1462.07,NA,-1.99556900722048,-2.8179059690652,6.08578196743492,NA,0,3.48461898980123,1.38629436111989,3.95063154910095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris javanica",1,0,1,0,0,491.236653890698,655.289140175977,74.6437388098163,1.18184930868668,6.67015137639027,10.0265971618606,NA,NA,NA,NA,0.3,129.65473637832,0.398370708953187,0,0.00138037454050092,1.36029217833373,2.8138159791407,2.87807423008576,3.56438701392727,2.91697220572821,5,11.8165868858319,NA,108.877413729665,NA,NA,3,NA,-5.87,-8.84,-7.36,115.71,105.2,110.46,0.04,196.77,244.6,1370.42,1640.76,NA,-1.99556900722048,-2.79526465236447,4.76287303713028,NA,5.59842195899838,6.67301980013193,5.72031177660741,3.98819120659784,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Myzopoda aurita",1,0,1,0,0,511.897432761988,554.731741077932,76.3605153867966,1.14740466578301,1.96245235937601,9.15,NA,NA,NA,NA,0,95.9391358942238,0.588187157108472,-0.155652459670304,0.0814523330428688,0.418766074531108,2.59106479494224,2.2082744135228,3.91583184194167,2.82873732865601,2,11.58323643345,NA,108.878158786155,NA,NA,3,NA,-14.09,-25.2,-19.64,50.48,46.27,48.38,0.18,177.94,201.3,1343.71,1605.23,NA,-2.30220829396186,-2.79987729292254,5.42004512371351,0,1.79175946922805,3.80999027986299,2.07944154167984,4.10447230582539,1.94591014905531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mystacina robusta",1,0,1,0,0,303.014474935643,765.555592435295,53.4066509994829,1,7.6,10.8763809065159,NA,NA,NA,NA,0,123.35442145035,0.131958762886598,0,-0.391416910097245,1.16315080980568,3.05229979948837,3.18841661738349,3.81081393964395,3.23667639898485,0,2.26415484642325,NA,108.764270439207,NA,NA,2,NA,13.5500676460244,-0.303848041630935,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,129.129332434596,193.97657795961,897.299560982237,1321.20726769901,NA,-3.06017328823634,-2.82641886346804,5.57003929594812,NA,1.88061060547131,1.76516201877022,0.75722650898534,3.45459576020047,4.49980967033027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mystacina tuberculata",1,0,1,0,0,277.946912196689,765.555592435295,71.2491861041022,1,7.6,9.41867879905732,NA,NA,NA,NA,0,101.504785517136,0.213333333333333,0,-0.516353076957453,1.16315080980568,2.66185390399112,2.70805020110221,3.62123337775156,2.68561716846865,4,9.4418242002848,0,114.161029073737,NA,NA,2,NA,-35.16,-46.79,-40.97,178.55,167.59,173.07,0.04,86.52,107.13,810.44,844.71,NA,-3.06017328823634,-2.84811253131905,6.05759408953792,NA,-0.0304752197474149,2.52732736567195,0,3.45405422461146,4.47733681447821,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops trevori",1,0,1,0,0,528.260330405298,655.289140175977,65.9510221111755,1.75325448716995,5.93708823968321,10.8332421346082,NA,NA,NA,NA,0.1,141.582411183306,0.351280377542972,-0.0202027073175195,-0.104020064867942,1.24950127735999,2.6107669016075,3.05541527571516,3.29766386190967,2.88484926009958,10,12.9640286873638,NA,108.877413729665,NA,NA,NA,NA,4.33,2.84,3.58,31.38,29.61,30.5,0.16,123.91,236.99,1288.18,1636.67,NA,-1.99556900722048,-2.81413140900636,5.46477117675253,NA,2.19722457733622,3.99378730723079,2.19722457733622,3.95240802025141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops mops",1,0,1,0,0,416.862175210841,655.289140175977,87.9472036998825,1.58719291255228,3.41105327346606,12.7682752861864,NA,NA,NA,NA,0.1,94.0394924173061,0.409991020642194,0.0655805172421433,-0.187116564746869,1.25338704158611,3.11499496740138,3.43785069931019,3.46348633028526,3.55072299255798,10,13.3244549377437,NA,108.78107646055,NA,NA,3,NA,5.24,-4.47,0.38,114.39,96.97,105.68,0.12,237.22,246.53,1679.65,1747.48,NA,-1.99556900722048,-2.80114051989522,4.94057253470173,NA,0.693147180559945,4.37147112073437,1.6094379124341,3.95081556054535,2.19722457733622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops sarasinorum",1,0,1,0,0,561.352150913753,655.289140175977,84.0326199698383,1.34372411090447,3.13025684019163,9.58124395883266,NA,NA,NA,NA,0.1,97.5923461289083,0.538834727131608,-0.0172021148283785,0.00432297524799236,0.779404983288694,2.65337551656104,2.41591377830105,3.53922677017107,2.46700145734563,4,12.2029887718253,NA,108.78107646055,NA,NA,3,NA,18.65,-5.7,6.47,126.6,117.17,121.88,0.1,217.37,228.66,1579.42,1784.11,NA,-1.99556900722048,-2.8046455333189,5.21269741464948,NA,2.83321334405622,5.08561907309537,2.99573227355399,3.96540389326531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops niveiventer",1,0,1,0,0,534.739513147773,655.289140175977,62.5895860119284,1.52485751567036,9.80649537788291,9.58124395883266,NA,NA,NA,NA,0.1,115.78067633792,0.424647940623432,0,-0.113187234994267,1.10014377398342,2.60702681193444,2.75874331541773,3.08841820443597,2.68393729165982,12,14.4401945730983,NA,108.877413729665,NA,NA,3,NA,-6.31,-25.08,-15.7,40.84,12.38,26.61,0.18,88.44,221.31,882.82,1462.73,NA,-1.99556900722048,-2.81475155822651,5.53211224714852,NA,0,2.96733279903229,0,3.95251076834054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops niangarae",1,0,1,0,0,550.226881628093,655.289140175977,74.939994770165,1.67925917844978,3.03507736947837,10.8332421346082,NA,NA,NA,NA,0.1,144.286231952938,0.351280377542972,-0.0202027073175195,-0.141055108685602,1.21485988125248,2.6107669016075,3.05541527571516,3.73072678933028,2.88484926009958,1,10.0495201214023,NA,108.877413729665,NA,NA,NA,NA,3.81,3.51,3.66,27.99,27.69,27.84,0,159,239,1390,1597,NA,-1.99556900722048,-2.81014439502146,5.25463858030937,NA,1.94591014905531,1.94591014905531,1.94591014905531,3.97876578248422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops demonstrator",1,0,1,0,0,656.910664479764,655.289140175977,54.6353299910462,1.21519898067891,7.68841466992284,9.58124395883266,NA,NA,NA,NA,0.1,119.670776699724,0.476487879751132,0,-0.21197194269864,0.874018761927753,2.29814678086904,2.27624111765444,3.16438049730465,2.29880976281484,9,14.4503474110565,NA,108.877413729665,NA,NA,NA,NA,13.01,1.62,7.32,34.31,28.9,31.61,0.09,85.38,257.16,1000.82,1611.72,NA,-1.99556900722048,-2.79782902531073,5.24018750814544,NA,0.693147180559945,2.99172425215645,1.09861228866811,3.95279397920258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops congicus",1,0,1,0,0,306.703722256729,746.093600643887,56.6934412087242,1.5,5.86466223663504,13.309730867747,NA,NA,NA,NA,0.1,121.595253964807,0.154258571544964,-0.0100503358535015,-0.75103881528867,1.98681110717245,2.92654025102018,3.75747224557955,3.61081798605186,3.55681348028251,9,13.1783110208789,NA,108.701646450008,NA,NA,NA,NA,9.01,1.46,5.23,32.01,-2.96,14.52,0.12,130.52,250.81,1226.81,1595.09,NA,-1.99556900722048,-2.81152551250593,5.12949185346852,NA,0,4.42962561347316,1.38629436111989,3.95165659063167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops leucostigma",1,0,1,0,0,285.63,380.824861901175,49.99,2,8.93173097490342,12,NA,NA,NA,NA,0.1,88.64,0.601723491944548,0,-0.691389425496948,2.08318452795867,2.94633829665747,3.28428896341643,3.98641782563911,3.67082027402412,6,12.2739599670363,NA,88.7142997382401,NA,NA,3,NA,-11.94,-25.2,-18.57,50.48,43.22,46.85,0.19,125.4,219.11,1096.15,1570.32,NA,-2.30220829396186,-2.83840021910581,5.78816576128321,NA,0.693147180559945,3.27336401015227,1.09861228866811,3.82300141456912,3.58351893845611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops midas",1,0,1,0,0,365.25,414.142776707637,52.6000700442306,2,13,8.7,NA,NA,NA,NA,0.1,45.5,0.542857142857143,0,-0.77645714977601,2.2512917986065,3.16020794848899,3.55534806148941,3.80356137369092,3.45058083562445,12,12.9368302050916,NA,45.6326285855982,NA,NA,3,NA,18.72,-25.6,-3.44,50.48,-17.53,16.47,0.11,88.42,253.53,878.83,1602.18,NA,-3.31373082467595,-2.81231254066183,4.7831227332528,NA,-0.243733508869339,3.77734810210154,0,3.90262972618414,1.38629436111989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops condylurus",1,0,1,0,0,285.63,402.354733226833,49.99,2,9.59027606150602,11.563115795779,NA,NA,NA,NA,0.1,88.64,0.603986461075592,0,-0.814781336866513,2.08318452795867,2.79986233791147,3.28053520525493,3.18596838677133,3.40206551153548,27,16.0247537384191,0,88.64,NA,NA,3,NA,18.08,-29.64,-5.77,51.41,-17.53,16.93,0.13,92.42,243.6,922.06,1564.21,NA,-1.99556900722048,-2.7914672193076,5.9730657080177,4.0943445622221,-0.373323545307563,3.55277332111694,0,3.73175512158635,3.46573590279973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops petersoni",1,0,1,0,0,596.583594940029,655.289140175977,77.3379439809476,1.26614489856556,2.85136987055793,9.58124395883266,NA,NA,NA,NA,0.1,105.060172797396,0.620238562262667,0.195782858199018,-0.132736176959627,0.332565523553734,2.37576531876377,1.76814960358892,3.5153012692716,2.06803614942796,2,10.6342829641682,NA,108.78107646055,NA,NA,NA,NA,6.87,2.52,4.7,12.53,-1.85,5.33,0.11,127.67,249.4,1367.95,1557.5,NA,-1.99556900722048,-2.80648540908241,5.39478047142716,NA,1.38629436111989,4.70880922074758,1.38629436111989,3.97843696783196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops spurrelli",1,0,1,0,0,595.892120272549,655.289140175977,77.1970254402863,1.28952288626213,5.16723730262041,9.58124395883266,NA,NA,NA,NA,0.1,100.427815768796,0.604582537496972,0.0363093007654419,-0.117291290661176,0.591230009964526,2.41856169317046,2.089391872533,3.05072200825591,2.08937431512867,11,13.9657753267966,NA,108.78107646055,NA,NA,NA,NA,8.54,2.6,5.57,18.38,-11.62,3.37,0.09,163.33,251.81,1300.97,1553.39,NA,-1.99556900722048,-2.80890684653169,5.12032843234118,NA,0,4.64506374964977,1.38629436111989,3.92933348536044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops thersites",1,0,1,0,0,289.192220010639,746.093600643887,52.6717284541111,2,9.13967810993194,10.8332421346082,NA,NA,NA,NA,0.1,123.955721296413,0.397442043929287,0,-0.94533198563144,1.70978803825363,2.91503086067188,3.09058780456667,3.14703925696187,3.24948751311867,18,14.6257964254124,NA,108.701646450008,NA,NA,NA,NA,10.56,-7.77,1.39,34.98,-14.29,10.34,0.12,147.04,243.25,1332.59,1556.68,NA,-1.99556900722048,-2.81251695653009,4.82555318196433,NA,-0.23263799263011,3.92750257627653,0,3.95798649997523,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops nanulus",1,0,1,0,0,428.633741479582,746.093600643887,54.1459805228183,1.5,8.65092153071658,9.58124395883266,NA,NA,NA,NA,0.1,122.221258011423,0.469685890820371,0,0.142030989604732,0.310840357544688,1.84333987726356,1.35583515363518,2.95824602600266,1.49424499216837,18,14.8362221207236,NA,108.701646450008,NA,NA,NA,NA,9.34,-5.56,1.89,37.06,-13.32,11.86,0.12,149.71,241.81,1364.26,1560.83,NA,-1.99556900722048,-2.81232705379003,4.84152156161531,NA,-0.154245265531593,4.0187226240872,0,3.95463342648079,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mops brachypterus",1,0,1,0,0,580.762248131178,655.289140175977,59.2490231275094,1.65840024132352,6.84055565002488,9.58124395883266,NA,NA,NA,NA,0.1,125.50892040946,0.404190311252673,-0.0100503358535015,-0.182470229004493,1.10796109213454,2.34594348577072,2.77258872223978,3.076556804526,2.69812357498669,19,14.4704012896985,NA,108.877413729665,NA,NA,NA,NA,9.34,-6.47,1.43,39.57,-13.32,13.12,0.12,149.71,241.81,1364.26,1560.83,NA,-1.99556900722048,-2.80977295488676,4.84391139595307,NA,-0.146890779770658,4.02802668118445,0,3.9529695976339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chaerephon bemmeleni",1,0,1,0,0,528.826672193133,655.289140175977,77.2224385377356,1.69096891680973,7.3157778932654,9.58124395883266,NA,NA,NA,NA,0.1,106.772967414401,0.530132184789259,0.181031592036483,-0.133486996519829,0.754498165793242,2.65751150414048,2.51688969564105,3.04997003219162,2.56036448482746,14,13.4168007311483,NA,108.78107646055,NA,NA,NA,NA,8.83,-6.01,1.4,37.12,-10.01,13.55,0.12,128.81,239.37,1269.15,1583.01,NA,-1.99556900722048,-2.81316266213991,5.36201287482121,NA,-0.216935294674307,4.10445989596319,0,3.95011868766804,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chaerephon solomonis",1,0,1,0,0,431.445595759276,655.289140175977,100.702048674163,1.00156161640602,5.45895516154909,10.8332421346082,NA,NA,NA,NA,0.1,87.7600209735948,0.474753798356603,0.003711723242762,-0.0392754596431917,1.17105803681735,2.99148554862068,3.03061667540749,3.69908616401839,2.86147611233346,1,8.84449574752536,NA,110.191755585592,NA,NA,NA,NA,-6.58,-8.58,-7.58,159.9,156.37,158.14,0.18,189.19,269.59,1285.7680781742,1666.55644538026,NA,-1.99556900722048,-2.81158477008014,5.63706901996913,NA,2.56494935746154,2.56494935746154,2.56494935746154,3.97833726469782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chaerephon ansorgei",1,0,1,0,0,540.093011897146,684.386524374839,72.83,1.33489066906559,9.34281751888669,9.34188006048451,NA,NA,NA,NA,0.1,68.43,0.531537621325987,0.220890108845357,0.257006014472184,0.877535591451434,2.07723089505853,2.67621547758219,2.75810940097495,2.80336038090653,24,15.5441957428065,NA,68.43,NA,NA,NA,NA,4.78,-28.43,-11.82,37.83,13.39,25.61,0.16,111.51,226.89,1125.34,1509.98,NA,-1.99556900722048,-2.81184182670263,5.49287564762692,NA,0.0510681756263379,3.3282682016394,0.693147180559945,4.02762152544352,1.09861228866811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chaerephon jobensis",1,0,1,0,0,457.92092048369,655.289140175977,80.7997414970197,1.88825821048677,2.6146368473866,10.8332421346082,NA,NA,NA,NA,0.1,93.6445921250141,0.474753798356603,0.18021965789245,0.0156829326041057,1.18820016188367,2.99148554862068,3.03061667540749,3.1157206175219,2.86147611233346,15,14.6657362453846,NA,108.78107646055,NA,NA,3,NA,-1.59,-27.1,-14.35,152.11,113.14,132.63,0.05,65.76,246.72,632.7,1614.74,NA,-1.99556900722048,-2.81648416050474,5.29236533008604,NA,1.78479343571866,0.254642218373581,-0.293221952793527,3.95767819964442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chaerephon bivittatus",1,0,1,0,0,603.667999968529,655.289140175977,54.9351936159292,1.49276967694844,8.79211544639942,9.58124395883266,NA,NA,NA,NA,0.1,115.680511128831,0.445730043164537,0,-0.192223002682677,1.02806545337239,2.49263621509858,2.53210825127229,3.01208444933554,2.57365857718041,17,14.4533900507336,NA,108.877413729665,NA,NA,NA,NA,16.83,-21.07,-2.12,44.06,26.14,35.1,0.13,73.12,220.86,871.55,1531.22,NA,-1.99556900722048,-2.81427634852375,5.5768919741288,NA,-0.00850538219177204,3.82951058385368,1.09861228866811,3.95279397920258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chaerephon bregullae",1,0,1,0,0,437.721289710368,655.289140175977,87.1548550272051,1.53147192043444,7.11757014348808,10.8332421346082,NA,NA,NA,NA,0.1,108.91792531479,0.474753798356603,-0.0038750761491822,-0.125429088664087,1.17521384249152,2.99148554862068,3.03061667540749,3.69063217215837,2.86147611233346,3,9.93368811815523,NA,115.402239756128,NA,NA,NA,NA,-14.62,-17.01,-15.81,179.99,-179.99,0,0.1,293.36,236.3,1354.94359767365,1613.43743122087,NA,-1.99556900722048,-2.81472307365419,5.69493881369617,NA,2.63905732961526,3.46792101370506,2.63905732961526,3.97876578248422,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chaerephon chapini",1,0,1,0,0,577.075655201524,655.289140175977,78.0431384996926,1.53461857512333,6.54619025310445,9.58124395883266,NA,NA,NA,NA,0.1,106.128941420239,0.629559363192711,0.179510374026579,-0.0734901520265281,0.366710298548514,2.37576531876377,2.01356879752913,2.97946260817567,2.07532504122897,23,15.2744480784232,NA,108.78107646055,NA,NA,NA,NA,3.22,-1.45,0.88,37.75,12.17,24.96,0.14,135.76,236.69,1413.67,1573.23,NA,-1.99556900722048,-2.81031612108119,5.3403620403035,NA,0.183021108381177,3.60413822565885,0,3.99279140044624,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chaerephon gallagheri",1,0,1,0,0,626.407124759531,655.289140175977,79.4647056681186,1.27453636237942,3.4853699864093,9.58124395883266,NA,NA,NA,NA,0.1,104.192259606306,0.603490500545044,0.162319947003657,-0.142969458089469,0.375524907412848,2.41856169317046,2.09186406167839,3.55501015472354,2.12362652473051,1,5.74391652892163,NA,108.78107646055,NA,NA,NA,NA,-2.83,-3.44,-3.14,26.07,25.47,25.77,0.14,137.79,237.4,1411.79,1591.79,NA,-1.99556900722048,-2.81071355762823,5.55009236037009,NA,1.6094379124341,2.28238238567653,1.6094379124341,3.97833726469782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chaerephon leucogaster",1,0,1,0,0,536.264749291562,555.682764515157,79.5692940779336,1.39499080857629,3.46834759963435,9,NA,NA,NA,NA,0.1,100.732066506199,0.548922591488735,0.25434557913644,-0.0581490048388842,0.457300201687085,2.70095944540101,2.52572864430826,3.57861846714067,2.94553607742467,12.059774406225,12.3533174101805,NA,108.865023823515,NA,NA,NA,NA,13.36,-25.07,-5.85,49.16,-6.48,21.33,0.12,120.76,243.06,1197.84,1569.74,NA,-2.30220829396186,-2.79843761817548,5.21670325754955,NA,-0.387648658295364,3.76930670322655,0,4.0678317482053,1.38629436111989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chaerephon nigeriae",1,0,1,0,0,394.465026435122,655.289140175977,77.7478633021275,1.7494678088192,9.90448746976991,10.8332421346082,NA,NA,NA,NA,0.1,101.483310123744,0.479911968596995,0.272818681021922,-0.0918946662800131,0.955776188695297,2.99148554862068,3.00270788729042,3.08892727313075,2.86262139394143,23,15.3845000948183,NA,108.78107646055,NA,NA,NA,NA,12.82,-24.74,-5.95,40.84,4.74,22.79,0.15,99.84,233.35,980.1,1532.09,NA,-1.99556900722048,-2.81410053634385,5.73650149376125,NA,-0.0879113642454099,3.32107133718287,0,3.99328992040116,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chaerephon plicatus",1,0,1,0,0,293.021665482361,800.703782023636,40.1446370856477,2,7.85108573096879,10.2703937535969,NA,NA,NA,NA,0.1,88.64,0.408153916628493,-0.0100503358535015,-0.811486151327186,1.50407739677627,2.59178713513563,3.08328517056185,3.13551578525339,3.27550093664967,42,14.7166210653898,NA,88.64,NA,NA,3,NA,31.02,-8.96,11.03,126.6,71.16,98.88,0.1,155.19,250.06,1101.45,1563.04,NA,-1.99556900722048,-2.75391148607433,5.87125706873985,6.90775527898214,0,5.50056409214926,2.19722457733622,3.61065902124434,2.56494935746154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
