"Species","ForStrat_terrestrial","ForStrat_aquatic","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","female_maturity_d","male_maturity_d","weaning_d","litters_or_clutches_per_y","longevity_y","adult_svl_cm","infantMortalityRate_per_year","mortalityRateDoublingTime_y","metabolicRate_W","temperature_K","diet_breadth","development_d","mass_specific_production","log_litterclutch_size_n","log_inter_litterbirth_interval_y","log_birthhatching_weight_g","log_weaning_weight_g","log_adult_body_mass_g","log_female_body_mass_g","log_male_body_mass_g","tnc_ecoregion_breadth","log_range_size","X2.1_AgeatEyeOpening_d","X9.1_GestationLen_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X6.2_TrophicLevel","X13.3_WeaningHeadBodyLen_mm","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","log_DispersalAge_d","log_HomeRange_km2","log_HomeRange_Indiv_km2","log_PopulationDensity_n.km2","log_PopulationGrpSize","log_HuPopDen_Min_n.km2","log_HuPopDen_Mean_n.km2","log_HuPopDen_5p_n.km2","log_NeonateHeadBodyLen_mm","log_WOS_hits","Afrosoricida","Artiodactyla","Carnivora","Cetacea","Chiroptera","Cingulata","Dasyuromorphia","Didelphimorphia","Diprotodontia","Erinaceomorpha","Lagomorpha","Macroscelidea","Monotremata","Perissodactyla","Pholidota","Primates","Proboscidea","Rodentia","Sirenia","Soricomorpha","Tubulidentata","traits_wild"
"Balantiopteryx plicata",1,0,1,0,0,226.19,399.354658829541,58.59,1,9.31066597283813,5.3,NA,NA,NA,NA,0.1,138.81,0.301369863013699,-0.0100503358535015,-0.17691133746199,0.693147180559945,1.41286936537518,1.88251383249652,3.3216437897576,2.35868084966622,22,13.6231879888098,NA,138.81,NA,NA,3,NA,27.13,9.36,18.24,-71.82,-110.03,-90.93,0.09,106.96,216.78,1061.85,1571.82,NA,-2.30220829396186,-2.75351889359443,5.94631322110987,4.72295322164447,1.09861228866811,4.47949357790009,2.07944154167984,3.20996043879613,2.39789527279837,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Centronycteris centralis",1,0,1,0,0,515.676617797107,557.414784381751,56.3884634511653,1.72776887937173,4.17887410381478,5.9,NA,NA,NA,NA,0.1,135.528964084945,0.364874580763481,-0.0202027073175195,-0.0196808045969567,1.15321032270094,2.53754747500677,3.13549421592915,3.51120028720424,2.66283680950865,34,14.6816537812449,NA,108.97449605527,NA,NA,NA,NA,19.36,-5.26,7.04,-71.28,-96.4,-83.84,0.12,191.99,240.33,1418.49,1545.99,NA,-2.30220829396186,-2.79659687750448,4.66605220630918,NA,0.00328619569076402,3.7369550773455,0,4.03223068404709,1.09861228866811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Centronycteris maximiliani",1,0,1,0,0,545.235809307211,557.414784381751,60.1321030806171,1.72746749194116,3.45707348848515,5.9,NA,NA,NA,NA,0.1,134.850591026368,0.364874580763481,-0.0202027073175195,0.0113015289302361,1.25094740075023,2.53754747500677,3.13549421592915,3.48280856836037,2.66283680950865,34,15.5467465075855,NA,108.97449605527,NA,NA,3,NA,11.59,-20.3,-4.35,-34.79,-69.86,-52.32,0.1,152.17,249.26,1338.85,1604.98,NA,-2.30220829396186,-2.78685114796365,4.3102169824901,NA,1.57458770766538,3.00270788729042,-0.21276458272923,4.03226755302739,1.94591014905531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Coleura afra",1,0,1,0,0,365,437.870426320235,78.4892191287512,1.5,6.72242698695208,6.6,NA,NA,NA,NA,0.1,101.37890870564,0.387278610867832,0,-0.613373167466155,0.941011194955579,2.38431344932726,2.36837283353205,3.33720155152011,2.49491554670101,20,14.8438026015874,NA,108.831783948044,NA,NA,3,NA,21.09,-17.54,1.77,51.41,-13.83,18.78,0.1,77.86,239.85,881.64,1614,NA,-2.30220829396186,-2.74981841247013,5.79408144276352,9.67092477930543,-0.268122549718816,3.70671937224227,0,4.03909538237498,1.94591014905531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Coleura seychellensis",1,0,1,0,0,500.359934595883,557.414784381751,79.9772217036722,1.51103296925206,6.88357066244598,5.999,NA,NA,NA,NA,0.1,95.2773941195698,0.562000776321961,-0.170681319350053,-0.0414801026269409,0.285335018262215,2.69530011971758,2.3646204839135,3.97644554287906,2.41097798194858,0,5.42800516740595,NA,108.723257273447,NA,NA,3,NA,-4.56,-4.8,-4.68,55.53,55.36,55.45,0.04,208.167104802706,240.685458367406,1043.7808422697,1461.09106691076,NA,-2.30220829396186,-2.78672955363903,6.02159775629591,NA,6.0330862217988,6.0330862217988,6.0330862217988,4.07343211503555,1.38629436111989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cormura brevirostris",1,0,1,0,0,498.895479110693,557.414784381751,78.4363226993804,1.65036497629022,4.07438591738299,6.5,NA,NA,NA,NA,0.1,103.94815229423,0.580228191727558,0.0566927230639642,-0.0125541355000317,0.53706698893002,2.58540546925881,2.22570404865809,3.32832280136206,2.4532515941439,49,15.8729962350795,NA,108.878158786155,NA,NA,3,NA,14.11,-12.58,0.76,-48.1,-85.84,-66.97,0.12,179.4,249.38,1454.83,1613.83,NA,-2.30220829396186,-2.78555923015776,4.45018764520637,NA,1.5648628615954,2.76127496233951,0.358213266385095,4.04366114180494,1.94591014905531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cyttarops alecto",1,0,1,0,0,509.829076187652,557.414784381751,75.2464118417549,1.90219919299185,2.6013024637831,5.5,NA,NA,NA,NA,0.1,97.569737449138,0.640504029870039,-0.0170914560381359,-0.0328926688243314,0.0338858484436237,2.40612424991786,1.66770682055808,3.49351720271491,2.26041473864215,10,13.4411767134836,NA,108.878158786155,NA,NA,NA,NA,12.55,-5.22,3.66,-47.41,-84.42,-65.92,0.1,157.02,251.18,1420.81,1663.41,NA,-2.30220829396186,-2.79123199684757,4.67761989142383,NA,1.58905854929978,1.4036429994545,0.128263241910913,4.03855497122788,1.38629436111989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Diclidurus albus",1,0,1,0,0,387.587905033143,743.988991378834,49.516668805365,1,1.88477008257045,7.5995,NA,NA,NA,NA,0.1,115.450005099028,0.0275675675675676,0,-0.321916667537135,-0.673344553263766,2.87689205270663,2.91777073208428,3.42339836257903,2.68637895293859,65,16.3411088683269,NA,108.933274717475,1,NA,3,NA,22.7,-17.72,2.48,-34.79,-105.7,-70.24,0.1,157.72,245.62,1334.46,1602.1,NA,-2.30220829396186,-2.7966135142372,4.55962143832362,0,1.25722270334278,3.3178157727231,-0.0916382800180055,3.1684242813721,1.09861228866811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Diclidurus ingens",1,0,1,0,0,457.435627542661,559.738899615111,78.2003155027306,1.8406086501606,2.77326674425945,7.9,NA,NA,NA,NA,0.1,103.70946606046,0.53880330441503,-0.0157640906273818,-0.0170939038494401,0.721989006378909,2.70095944540101,2.50959926237837,3.42211104996385,2.8169656651779,19,14.5518636319194,NA,108.878158786155,NA,NA,NA,NA,9.38,-6.52,1.42,-58.32,-75.61,-66.97,0.12,196.17,252.94,1531.19,1607.22,NA,-2.30220829396186,-2.783413026677,4.43451442179747,NA,1.73742637221803,0.570979546585738,0.199331816173511,4.05553560521413,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Diclidurus scutatus",1,0,1,0,0,411.022276617723,559.738899615111,78.3797922679101,1.86620081198861,2.5019143745365,7.9,NA,NA,NA,NA,0.1,102.960345037227,0.531291105771464,0.172030835460865,-0.0291081995685014,0.731832205880909,2.71603259725991,2.61153930072137,3.43266752191915,2.8973110364035,21,14.2477188779724,NA,108.878158786155,NA,NA,NA,NA,7.02,-5.9,0.56,-46.56,-73.02,-59.79,0.11,187.24,254,1506.9,1637.51,NA,-2.30220829396186,-2.78376405082936,4.41193805314468,NA,1.97622549968696,1.07158361628019,0.258012948152681,4.03152961525763,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Diclidurus isabellus",1,0,1,0,0,512.935697481345,559.738899615111,82.9789606318143,1.75756074145033,2.20222737856735,7.9,NA,NA,NA,NA,0.1,99.2307496056489,0.536126718202681,0.123803235700825,0.020148444626752,0.691195221826844,2.70095944540101,2.53449014997683,3.59585221603362,2.83400102083915,11.143927712644,11.6738537876086,NA,108.865023823515,NA,NA,NA,NA,6.15,-7.31,-0.57,-60.45,-67.65,-64.05,0.07,181.99,253.5,1581.15,1652.52,NA,-2.30220829396186,-2.781723715822,4.35812475195626,NA,1.59337997825109,0.536493370514568,0.445811532365547,4.07130086734009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Emballonura serii",1,0,0,1,1,600.184650298898,655.289140175977,100.228770650612,1.13513836597763,5.12019615904973,9.58124395883266,NA,NA,NA,NA,0.2,82.3237090793791,0.620238562262667,-0.000156596895796078,-0.0411097644363319,0.288941538066238,2.37576531876377,1.74919985480926,3.5556614252807,2.06970461529312,3,9.34987102130317,NA,108.78107646055,NA,NA,NA,NA,-1.97,-3.58,-2.77,152.32,147.31,149.82,0.09,194,251,1392.25427277801,1649.61232869178,NA,-1.99556900722048,-2.81808693983687,5.7323432538764,NA,2.30258509299405,2.46385324059017,2.30258509299405,3.97833726469782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Emballonura alecto",1,0,0,1,1,598.250060903909,655.289140175977,86.7807196483919,1.4813253656838,5.09381648631756,9.58124395883266,NA,NA,NA,NA,0.2,96.392939816075,0.62090880646404,0.12670363147064,-0.105187793875849,0.355673348267834,2.36048485483997,1.65822807660353,2.98505509427867,2.04227973659027,16,14.0078308516476,NA,108.78107646055,NA,NA,NA,NA,18.65,-8.03,5.3,131.74,107.96,119.85,0.13,239.99,241.82,1651.05,1736.94,NA,-1.99556900722048,-2.808572899269,5.22047050528467,NA,0,4.60517018598809,1.38629436111989,3.92715858704241,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Emballonura atrata",1,0,0,1,1,598.210147924765,557.414784381751,81.7789891226874,1.55556280176234,5.12542402185028,5.875,NA,NA,NA,NA,0.2,90.3166311680834,0.641214947253599,0.398318984355294,0.618617225736017,-0.313226482086646,2.40389115889108,1.51512723296286,3.5072024737494,1.76603450698206,10.1347039834143,11.4871970197006,NA,108.865023823515,NA,NA,3,NA,-13.1,-25.6,-19.35,50.48,43.61,47.04,0.18,141.88,211.89,1185.9,1664.46,NA,-2.30220829396186,-2.80430766415415,5.52191250417105,NA,2.07944154167984,3.63863823767719,2.30258509299405,4.06564142054626,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Emballonura beccarii",1,0,0,1,1,605.374657860564,655.289140175977,96.2754368118425,1.12088173261952,1.10318309396509,9.58124395883266,NA,NA,NA,NA,0.2,67.6112401427448,0.621178249834768,0.0856003085940036,0.543128571522026,0.0766859219158111,2.35167380482043,1.46093790411566,3.1564083663418,1.49424499216837,8,11.4199234890076,NA,108.78107646055,NA,NA,NA,NA,-0.62,-9.91,-5.27,153.01,135.37,144.19,0.1,312.79,195.68,1662.75,1682.18,NA,-1.99556900722048,-2.82007268344288,5.63188193812664,NA,0,2.58550584834412,0.693147180559945,3.9874927604702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Emballonura dianae",1,0,0,1,1,320.284338900616,655.289140175977,56.5448512517971,1.09754246850361,5.09543006090604,9.58124395883266,NA,NA,NA,NA,0.2,114.009104895432,0.488271589418589,0.405465108108164,-0.46966583442432,0.783497504087753,1.80685033968844,2.58097411853423,3.38063203977179,2.64284028848295,6,11.4126275854024,NA,110.144116683454,NA,NA,NA,NA,-2.95,-11.85,-7.4,161.39,141.09,151.24,0.15,343.56,211.3,1663.23,1663.5,NA,-1.99556900722048,-2.81983513061646,5.49661527590296,NA,0,2.35232718488886,0,3.9874927604702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Emballonura furax",1,0,0,1,1,436.755550700226,655.289140175977,93.9180348553083,1.23944627660115,2.96917227893123,9.58124395883266,NA,NA,NA,NA,0.2,74.074321887246,0.511943290240306,0.132191128133984,-0.31217487594105,0.960787283481396,2.74317162212706,2.76883167336207,3.62792122004648,2.69860610625409,4,11.1252779316179,NA,108.78107646055,NA,NA,NA,NA,-1.59,-8.17,-4.88,146.43,135.41,140.92,0.08,350.99,213.49,1659.63,1661.47,NA,-1.99556900722048,-2.81994611421937,5.57770482006283,NA,0,2.26384426467762,0,3.97803483348283,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Emballonura monticola",1,0,0,1,1,365.25,365.25,70.4486644361151,1.32574776209458,3.32378876703407,9.3298614958789,NA,NA,NA,NA,0.2,102.367485252574,0.407225409637406,0,-0.307700131554298,0.117783035656383,1.72941903058761,1.6094379124341,2.98991257856191,1.81439633462055,21,14.3405226795617,NA,109.197414494279,NA,NA,3,NA,11.67,-8.78,1.44,125.24,95.18,110.21,0.12,233.86,246.94,1670.07,1753.66,NA,-1.99556900722048,-2.8274570713024,5.13873698405768,NA,0,5.00455015044031,1.38629436111989,3.30864625239012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Emballonura semicaudata",1,0,0,1,1,519.670285011519,557.414784381751,77.4536812034674,1.43347885245279,7.33297365946606,4.7,NA,NA,NA,NA,0.2,101.030794961171,0.647559644631572,-0.209882544462329,-0.175961947209924,0.0521180912240877,2.42140471384166,1.83896107071235,3.92359090006194,2.42144376700744,3,9.71352011220774,NA,115.499322081733,NA,NA,NA,NA,15.29,-21.01,-2.86,179.99,-179.99,0,0.1,221.047385901637,227.494280822843,988.848093257986,1538.84216980809,NA,-2.30220829396186,-2.79633130303757,6.24593976260072,NA,3.63758615972639,4.42436747516341,3.63758615972639,4.07057318413989,2.56494935746154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Emballonura raffrayana",1,0,0,1,1,602.406058600402,655.289140175977,90.3968837873685,1.40952554951186,4.66710576038913,9.58124395883266,NA,NA,NA,NA,0.2,66.9590828222973,0.620238562262667,0.133322723123716,-0.0165361121790409,0.376700938811279,2.37576531876377,1.72455071953461,3.00900958212309,2.07070479247109,13,12.2851393881838,NA,110.191755585592,NA,NA,NA,NA,2.22,-9.94,-3.86,161.39,118.75,140.07,0.1,257.66,222.55,1703.33,1726.73,NA,-1.99556900722048,-2.81994755912919,5.49322509490701,NA,0,3.7900813346229,0.693147180559945,3.96469961006437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mosia nigrescens",1,0,1,0,0,733.664764016972,655.289140175977,82.9491030842617,1.48765657159167,4.0116926781286,9.58124395883266,NA,NA,NA,NA,0.1,109.250058943591,0.556146055197588,-0.0202027073175195,0.811741003604844,0.227648401867651,1.56070024660913,1.20297230399235,2.95576741625707,1.49424499216837,20,13.902301300946,NA,110.288092854707,NA,NA,NA,NA,2.64,-10.85,-4.1,162.39,118.75,140.57,0.11,245.52,233.43,1692.19,1728.61,NA,-1.99556900722048,-2.81973663356392,4.92044536159799,NA,0,3.44201937618241,0.693147180559945,3.93912199418166,1.09861228866811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Peropteryx kappleri",1,0,1,0,0,294.779724129053,684.486113062453,59.91,1.51,5.17783173351314,7.5,NA,NA,NA,NA,0.1,137.96,0.167096446700508,0,-0.626765493166736,0.0861776962410524,1.90805992492422,2.287471455184,2.14006616349627,2.04122032885964,63,15.8016865791144,0,137.96,6,NA,3,NA,18.45,-23.38,-2.46,-38.16,-95.19,-66.67,0.12,145.66,230.93,1320.94,1554.36,NA,-2.30220829396186,-2.78396034647678,4.87934858821067,NA,1.32821470161171,3.73289633953071,-0.0556864688912218,3.32862668882732,1.94591014905531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Peropteryx macrotis",1,0,1,0,0,868.013511886554,507.868686083416,93.8892608484145,1.3566392872007,19.39166667,5.3,NA,NA,NA,NA,0.1,129.27,0.124888771511222,0,0.229682208994241,3.25070007150406,4.85444250412414,5.44237441954146,2.15176220325946,1.76644166124377,67,16.3568864540313,NA,129.27,NA,NA,3,NA,21.6,-25.28,-1.83,-34.79,-97.01,-65.9,0.12,154.23,243.07,1313.52,1552.51,NA,-1.9237929916686,-2.77949809229442,3.50188342038835,NA,1.53562659965705,3.26231838271104,-0.0353521556536455,4.05568341231745,2.63905732961526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Peropteryx trinitatis",1,0,1,0,0,743.6201123184,507.868686083416,96.3126857876294,0.959707659584506,19.39166667,5.3,NA,NA,NA,NA,0.1,129.27,0.409735552027015,0,0.236947099082609,0.730378205993927,1.94447205833701,1.73695123273306,2.15176220325946,1.76644166124377,1,8.79772523517705,NA,126.707926119918,NA,NA,NA,NA,12.63,7.25,9.94,-59.01,-70.06,-64.53,0.16,153.74,249.08,1590.33,1771.15,NA,-1.9237929916686,-2.77750536920337,4.20161605051913,NA,0,4.5973396068729,0,4.0327025045202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Peropteryx leucoptera",1,0,1,0,0,379.417832990085,557.414784381751,78.5356051713816,1.63405646926311,3.88796861568098,6.4,NA,NA,NA,NA,0.1,104.699298150948,0.547304765120086,0.0727708319064051,0.0275549344619214,0.544075115083026,2.70055561581133,2.54944517092557,3.36020616445253,2.72011887988323,32,15.4427466521087,NA,108.878158786155,NA,NA,3,NA,6,-16.09,-5.04,-34.79,-75.22,-55,0.1,170.26,253.4,1402.32,1611.6,NA,-2.30220829396186,-2.78020682990529,4.34269640307675,NA,1.72240469506754,2.86733055874947,-0.0761393860709876,4.04747201036352,1.09861228866811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rhynchonycteris naso",1,0,1,0,0,547.5,588.635890363253,70.86,2,3.96201232108071,4.797,NA,NA,NA,NA,0.1,111.171627829214,0.468695652173913,-0.0100503358535015,-0.0851096410222688,-0.0202027073175195,1.03271721806392,1.42069578783722,3.26108786346323,1.83714760905136,63,16.2586248344166,NA,108.972588239494,45,NA,3,NA,19.72,-22.78,-1.53,-34.79,-96.9,-65.84,0.12,157.52,244.17,1318.79,1563.25,NA,-2.30220829396186,-2.77368686363696,5.35250414773675,3.17805383034795,1.4628349663812,3.08831145484708,0.101068091956847,3.40219688199524,2.56494935746154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Saccopteryx leptura",1,0,1,1,0,596.518162270229,557.414784381751,78.4025676687726,1.37911583553874,2.23721133515332,5.1,NA,NA,NA,NA,0.1,92.2671390924176,0.648109315908806,-0.183902991603679,-0.109063743601561,-0.129191227626263,2.40389115889108,1.55180879959746,3.30493025952721,1.98095902674769,63,16.3242507903826,NA,108.878158786155,NA,NA,NA,NA,16.5,-20.1,-1.79,-34.79,-93.84,-64.31,0.12,160.77,245.27,1328.5,1572.3,NA,-2.30220829396186,-2.797057633626,4.87895445534489,NA,1.60060240304562,3.04309284491383,-0.0159422018535341,4.04069542556047,1.94591014905531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Saccopteryx antioquensis",1,0,1,1,0,607.26280074705,655.289140175977,79.0129252197921,1.31307528225736,3.46374056829713,9.58124395883266,NA,NA,NA,NA,0.1,101.173202585392,0.621039340327919,0.197561308341285,-0.0540988306175179,0.0751444915588346,2.35825176381318,1.55180879959746,3.5495715868121,1.65028356010992,4,8.03658839257585,NA,108.78107646055,NA,NA,NA,NA,6.95,4.14,5.54,-74.76,-75.4,-75.08,0.07,152.83,201.53,1474.2,1491.95,NA,-1.99556900722048,-2.80931357645137,5.62641409180023,NA,2.94443897916644,4.22916678802955,2.94443897916644,3.97833726469782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Saccopteryx bilineata",1,0,1,1,0,365,405.482714848977,59.995,1,6,6.7,NA,NA,0.081,308.65,0.1,105.627566424461,0.439563291139241,-0.00501254182354429,-0.322699698109325,1.24990173621434,1.82937633279936,2.06686275947298,3.28412138437477,2.34316375933518,70,16.3517514023945,NA,108.751801612923,NA,NA,3,NA,23.55,-22.53,0.5,-34.79,-105.7,-70.24,0.11,153.44,241.8,1296.3,1557.92,NA,-3.31002291196264,-2.82886872931324,5.00813074874834,NA,1.27403920546073,3.2722270003652,-0.0548989369138058,3.49123331310553,4.56434819146784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Saccopteryx canescens",1,0,1,1,0,790.961263151941,557.414784381751,58.9487629386369,1.36298791342139,1.31753761095625,4,NA,NA,NA,NA,0.1,110.088852020762,0.606023783912919,0,0.606249085680237,-0.144579132298267,1.73066844839964,1.22671229129543,3.29925993185545,1.83714760905136,48,15.6693121954049,NA,108.97449605527,NA,NA,3,NA,12.46,-12.31,0.07,-44.46,-76.56,-60.51,0.11,175.88,252.22,1465.58,1622.76,NA,-2.30220829396186,-2.76633836618373,4.43145231873173,2.484906649788,1.65334435238778,2.43798973000025,0.435702231310266,4.02373134080145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Saccopteryx gymnura",1,0,1,1,0,506.806792474089,557.414784381751,77.2154101313756,1.58712235939386,4.64958315760965,4,NA,NA,NA,NA,0.1,90.4048350180968,0.647197406802008,-0.0890353019466444,-0.140334964077215,-0.0123967298969922,2.42140471384166,1.8099267731835,3.4854532216909,2.42057872221873,10,13.5698213441862,NA,108.878158786155,NA,NA,3,NA,-0.31,-3.69,-2,-50.98,-56.87,-53.93,0.14,162.68,255.02,1372.34,1629.81,NA,-2.30220829396186,-2.77993840068396,4.72432161635166,NA,0,1.08180517035173,0,4.03685811812903,1.38629436111989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris aurita",1,0,1,0,0,367.307576990419,746.093600643887,58.040291805045,1.5,12.6177832275064,9.34188006048451,NA,NA,NA,NA,0.3,91.24,0.426757309830982,-0.00501254182354429,-0.584478279572462,0.725573242762285,1.92299080353563,2.07693841146172,2.97515376262112,2.07625130879995,15,14.3975469776072,NA,91.679269912185,NA,NA,NA,NA,5.86,-12.44,-3.29,40.64,23.92,32.28,0.16,72.34,228.99,900.27,1524.81,NA,-1.99556900722048,-2.81471211204626,5.60503648562917,NA,0,3.84673753872952,0.693147180559945,3.95709189287213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris madagascariensis",1,0,1,0,0,229.290741349563,613.566194108141,60.41,2.25,7.31038983733808,11.5,NA,NA,NA,NA,0.3,78.21,0.531739130981898,-0.0100503358535015,-0.846327326895882,1.15462949197409,2.46105426867381,2.77819796100429,3.98098719062231,3.50630976664375,3,10.8289889424107,NA,75.7122682079521,NA,NA,3,NA,-11.94,-15.99,-13.97,50.48,47.86,49.17,0.16,137.4,217.65,1317.59,1707.83,NA,-2.30220829396186,-2.79544683564501,4.87395258998976,NA,1.09861228866811,3.42556473811045,1.79175946922805,4.06904445265255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris grandis",1,0,1,0,0,148.202946526847,635.437697686236,52.5,2,8.38504057522968,7.599,NA,NA,NA,NA,0.4,109.318414892528,0.318914242484599,0,-0.740662975441729,1.79421906798376,2.86738502491957,3.39785848039664,3.66388519924639,3.4207584226605,24,15.2981824185396,NA,108.8049871252,1.5,NA,3,NA,12.8,-26.2,-6.69,40.84,-16.79,12.02,0.14,127.16,238.78,1182.04,1542.24,NA,-2.30220829396186,-2.79477165273324,4.86045030686626,NA,-0.211959832064134,3.78872478908365,0,4.06170892471827,2.56494935746154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris arge",1,0,1,0,0,528.341725802098,747.088737752697,58.26,1.60011110984485,6.1768278577829,9.36886807079184,NA,NA,NA,NA,0.3,123.693858617916,0.470620151417363,-0.0202027073175195,-0.189127404055949,1.38629436111989,2.10479245409896,2.37861977927004,2.97441274345357,2.44397471964997,20,15.1967977866612,NA,109.026306595133,NA,NA,NA,NA,9.32,-8.92,0.2,35.95,-13.29,11.32,0.12,141.85,241.31,1308.37,1560.3,NA,-1.99556900722048,-2.81546678549267,5.12255913359804,NA,-0.270178336205,3.84009726585656,0,3.52920542903682,1.09861228866811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris gambiensis",1,0,1,0,0,285.622609643972,635.194417890955,60.855,1.25,11.4523011172697,5.265,NA,NA,NA,NA,0.3,114.95,0.399151497565427,0,-0.156184908654185,0.792840468153884,2.11129623649224,2.09985672642243,3.56047717144879,2.28036099887539,7,14.4366272577507,NA,118.350176648545,NA,NA,NA,NA,13.89,4.73,9.31,0.88,-16.82,-7.96,0.13,127.26,269.94,997.98,1585.38,NA,-2.30220829396186,-2.7802450294659,5.07735509707478,NA,1.09861228866811,4.1174098351531,1.94591014905531,3.99646681622842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris hispida",1,0,1,0,0,469.095168044579,746.093600643887,54.7647310508606,1.5,15.7936117813841,9.34188006048451,NA,NA,NA,NA,0.3,91.24,0.426757309830982,-0.00501254182354429,-0.547947508031348,0.763157978955858,1.92299080353563,2.07693841146172,2.9777297754979,2.07625130879995,26,16.2588789381839,NA,91.24,NA,NA,NA,NA,15.84,-28.63,-6.39,51.41,-17.53,16.93,0.13,98.96,241.03,975.18,1564.52,NA,-1.99556900722048,-2.81143649754801,5.26756699058386,NA,-0.374841560464923,3.62167070442049,0,4.03117925981449,1.38629436111989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nycteris intermedia",1,0,1,0,0,604.142658010492,655.289140175977,78.4844460194514,1.34733737987762,9.23281892110401,9.58124395883266,NA,NA,NA,NA,0.3,96.0488949568978,0.63144526153433,0.375032271886436,-0.0915558735201409,0.567598577732647,2.37576531876377,1.93296963777958,2.97295839342226,2.09668810016273,16,14.7785765773393,NA,108.78107646055,NA,NA,NA,NA,7.81,-9.95,-1.06,31.56,-10.92,10.31,0.13,143.21,241.8,1323.35,1548.5,NA,-1.99556900722048,-2.81054477399865,5.12596442911201,NA,-0.0723553961442642,3.79368981846628,0,3.95434280293549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
